JourneyID,CustomerID,ProductID,VisitDate,STAGE,Action,Duration
1003,86,13,28-03-2024,HOMEPAGE,Click,64
1004,7,15,10/5/2024,HOMEPAGE,View,23
1005,61,11,4/4/2023,CHECKOUT,Drop-off,127.6
1006,70,6,5/8/2024,PRODUCTPAGE,View,163
1007,36,4,18-08-2025,HOMEPAGE,View,21
1008,4,11,1/2/2024,HOMEPAGE,Click,219
1009,12,19,29-03-2025,CHECKOUT,Drop-off,124.5
1010,94,3,7/5/2025,CHECKOUT,Drop-off,183.25
1011,98,17,3/7/2023,PRODUCTPAGE,View,180
1012,39,6,1/4/2024,PRODUCTPAGE,View,118
1013,21,20,15-04-2023,PRODUCTPAGE,View,201
1014,95,20,28-02-2024,HOMEPAGE,Click,175
1015,8,11,14-01-2024,CHECKOUT,Purchase,98
1016,47,20,19-01-2025,HOMEPAGE,View,181
1017,89,5,7/5/2025,PRODUCTPAGE,View,161
1018,32,15,25-09-2025,CHECKOUT,Drop-off,174.5
1019,22,14,20-07-2025,HOMEPAGE,View,100
1020,78,13,30-09-2023,PRODUCTPAGE,View,37
1021,90,19,1/11/2023,CHECKOUT,Drop-off,138.6666667
1022,52,12,8/11/2025,HOMEPAGE,View,64
1023,61,4,27-01-2024,PRODUCTPAGE,View,265
1024,77,8,29-03-2024,HOMEPAGE,View,55
1025,53,13,3/12/2025,CHECKOUT,Drop-off,227
1026,70,16,14-02-2023,PRODUCTPAGE,View,109
1027,44,9,12/6/2023,HOMEPAGE,View,76
1028,38,13,28-10-2023,HOMEPAGE,View,122
1029,32,2,4/8/2023,PRODUCTPAGE,View,149
1030,60,20,20-04-2024,PRODUCTPAGE,View,201
1031,87,13,18-04-2023,CHECKOUT,Drop-off,126
1032,82,14,28-05-2024,HOMEPAGE,Click,244
1033,75,11,14-08-2024,PRODUCTPAGE,Click,234
1034,53,3,28-10-2024,PRODUCTPAGE,Click,72
1035,82,6,19-08-2024,HOMEPAGE,Click,124
1036,22,7,11/4/2023,PRODUCTPAGE,Click,30
1037,35,10,2/8/2024,CHECKOUT,Purchase,289
1038,71,2,5/11/2025,PRODUCTPAGE,View,208
1039,68,10,9/9/2024,CHECKOUT,Drop-off,120.3333333
1040,83,9,15-05-2023,CHECKOUT,Drop-off,170.8
1041,38,9,16-09-2024,PRODUCTPAGE,View,34
1042,36,12,27-10-2025,HOMEPAGE,Click,246
1043,31,2,11/9/2025,CHECKOUT,Purchase,249
1044,37,10,17-01-2024,PRODUCTPAGE,View,251
1045,95,12,14-07-2024,CHECKOUT,Drop-off,196
1046,64,5,9/3/2024,PRODUCTPAGE,View,271
1047,92,18,21-02-2023,PRODUCTPAGE,View,98
1048,71,16,9/6/2023,CHECKOUT,Drop-off,219
1049,50,17,2/2/2025,HOMEPAGE,View,245
1050,67,12,22-06-2023,PRODUCTPAGE,View,72
1051,97,15,1/12/2025,HOMEPAGE,View,268
1052,58,13,16-06-2024,PRODUCTPAGE,View,299
1053,29,12,2/2/2025,HOMEPAGE,View,251
1054,30,10,18-11-2023,PRODUCTPAGE,View,110
1055,8,4,29-12-2024,PRODUCTPAGE,View,133
1056,12,15,31-03-2025,PRODUCTPAGE,View,145
1057,96,13,12/1/2023,HOMEPAGE,Click,187
1058,19,13,15-03-2023,HOMEPAGE,Click,178
1059,30,12,19-01-2023,PRODUCTPAGE,Click,128
1060,8,13,29-03-2023,HOMEPAGE,Click,264
1061,56,10,28-09-2024,HOMEPAGE,View,105
1062,13,2,14-12-2025,HOMEPAGE,Click,21
1063,44,18,3/1/2024,CHECKOUT,Purchase,208
1064,28,17,2/8/2025,CHECKOUT,Drop-off,106.8
1065,44,1,21-03-2024,HOMEPAGE,Click,81
1066,37,6,30-08-2024,HOMEPAGE,View,232
1067,77,15,5/1/2025,PRODUCTPAGE,View,122
1068,60,16,8/10/2025,HOMEPAGE,Click,136
1069,73,16,26-06-2024,CHECKOUT,Purchase,56
1070,88,8,2/3/2024,HOMEPAGE,View,206
1071,79,5,28-10-2025,CHECKOUT,Drop-off,116.3333333
1072,28,1,4/6/2023,PRODUCTPAGE,View,149
1073,28,16,4/10/2024,HOMEPAGE,View,285
1074,44,9,31-12-2024,HOMEPAGE,Click,93
1075,14,18,20-07-2023,HOMEPAGE,Click,186
1076,28,9,31-07-2024,PRODUCTPAGE,Click,63
1077,6,1,13-03-2025,HOMEPAGE,Click,140
1078,29,8,30-07-2024,HOMEPAGE,View,163
1079,67,12,10/2/2024,HOMEPAGE,View,280
1080,70,20,1/3/2023,PRODUCTPAGE,View,216
1081,32,9,21-03-2025,HOMEPAGE,View,124
1082,92,19,25-07-2023,CHECKOUT,Drop-off,104
1083,25,10,29-01-2025,HOMEPAGE,Click,173
1084,77,3,2/7/2023,PRODUCTPAGE,Click,250
1085,6,3,9/12/2025,HOMEPAGE,Click,139
1086,4,16,15-08-2024,PRODUCTPAGE,Click,74
1087,65,4,7/4/2025,HOMEPAGE,View,133
1088,80,9,12/6/2023,CHECKOUT,Drop-off,150.4
1089,18,18,27-09-2024,CHECKOUT,Drop-off,214.4
1090,93,10,4/4/2025,HOMEPAGE,View,117
1091,48,11,22-02-2025,PRODUCTPAGE,View,20
1092,95,16,1/2/2023,PRODUCTPAGE,View,92
1093,92,3,25-04-2024,HOMEPAGE,Click,29
1094,79,6,2/8/2023,HOMEPAGE,View,23
1095,26,10,12/1/2025,CHECKOUT,Drop-off,126
1096,70,15,4/4/2023,HOMEPAGE,Click,225
1097,89,8,23-05-2023,HOMEPAGE,View,132
1098,57,18,3/8/2025,CHECKOUT,Drop-off,197
1099,33,19,8/8/2025,CHECKOUT,Drop-off,53
1100,79,1,10/2/2023,CHECKOUT,Drop-off,213.3333333
1101,49,9,1/9/2023,CHECKOUT,Drop-off,187
1102,95,5,25-02-2025,PRODUCTPAGE,View,107
1103,52,6,17-08-2025,PRODUCTPAGE,View,244
1104,80,2,2/6/2024,HOMEPAGE,View,143
1105,36,11,3/2/2023,HOMEPAGE,View,150
1106,100,7,25-03-2024,CHECKOUT,Drop-off,108
1107,20,8,19-08-2025,PRODUCTPAGE,View,63
1108,10,20,25-07-2024,PRODUCTPAGE,View,252
1109,5,14,29-12-2024,PRODUCTPAGE,View,205
1110,17,19,23-12-2023,HOMEPAGE,Click,275
1111,5,17,25-03-2023,HOMEPAGE,View,164
1112,79,11,11/4/2023,PRODUCTPAGE,View,70
1113,12,17,18-09-2024,PRODUCTPAGE,View,291
1114,41,12,18-05-2023,HOMEPAGE,View,174
1115,91,13,20-04-2024,HOMEPAGE,Click,288
1116,41,12,21-08-2023,HOMEPAGE,Click,46
1117,27,4,3/3/2024,HOMEPAGE,Click,155
1118,84,20,16-07-2024,PRODUCTPAGE,Click,175
1119,45,16,4/11/2025,PRODUCTPAGE,Click,206
1120,34,1,16-07-2025,HOMEPAGE,View,233
1121,84,4,16-07-2025,HOMEPAGE,View,22
1122,69,4,3/10/2025,HOMEPAGE,Click,54
1123,4,10,22-10-2024,HOMEPAGE,Click,236
1124,67,7,6/9/2025,CHECKOUT,Purchase,83
1125,59,18,4/1/2024,PRODUCTPAGE,View,202
1126,62,6,11/12/2024,HOMEPAGE,View,236
1127,69,3,25-12-2024,HOMEPAGE,Click,277
1128,84,18,6/1/2024,CHECKOUT,Purchase,18
1129,13,13,6/10/2024,CHECKOUT,Drop-off,136
1130,71,13,18-03-2025,HOMEPAGE,Click,231
1131,29,1,2/2/2025,PRODUCTPAGE,Click,227
1132,88,16,7/4/2023,PRODUCTPAGE,Click,247
1133,36,1,26-01-2025,PRODUCTPAGE,Click,87
1134,27,12,8/3/2025,HOMEPAGE,View,63
1135,36,7,17-12-2024,CHECKOUT,Drop-off,161
1136,25,16,11/4/2024,PRODUCTPAGE,View,124
1137,30,19,17-04-2024,CHECKOUT,Drop-off,167.2
1138,44,19,24-04-2024,HOMEPAGE,View,188
1139,45,14,20-01-2023,HOMEPAGE,View,250
1140,24,20,7/12/2023,CHECKOUT,Drop-off,230.5
1141,69,12,31-05-2024,HOMEPAGE,View,14
1142,73,14,29-05-2023,HOMEPAGE,View,96
1143,97,11,17-11-2024,CHECKOUT,Drop-off,212.3333333
1144,50,2,5/3/2023,HOMEPAGE,View,46
1145,85,17,19-10-2025,HOMEPAGE,View,236
1146,72,3,12/9/2025,PRODUCTPAGE,View,141
1147,78,11,28-07-2025,HOMEPAGE,View,37
1148,92,1,26-02-2025,PRODUCTPAGE,View,130
1149,47,5,9/8/2023,HOMEPAGE,Click,196
1150,44,2,13-03-2024,HOMEPAGE,View,93
1151,63,3,19-06-2023,HOMEPAGE,View,42
1152,20,10,25-08-2023,HOMEPAGE,View,166
1153,81,2,3/1/2024,PRODUCTPAGE,View,171
1154,54,7,27-08-2023,PRODUCTPAGE,View,203
1155,91,15,7/8/2023,PRODUCTPAGE,View,64
1156,48,1,16-02-2023,HOMEPAGE,Click,182
1157,98,16,21-08-2024,PRODUCTPAGE,Click,110
1158,29,8,2/9/2025,HOMEPAGE,Click,268
1159,11,12,19-04-2023,HOMEPAGE,Click,20
1160,25,15,3/3/2025,CHECKOUT,Purchase,124
1161,66,20,26-06-2024,PRODUCTPAGE,View,267
1162,94,19,1/5/2024,PRODUCTPAGE,View,44
1163,50,6,5/9/2024,HOMEPAGE,Click,11
1164,68,7,24-11-2023,PRODUCTPAGE,Click,300
1165,24,8,3/3/2023,HOMEPAGE,Click,203
1166,83,19,20-02-2024,CHECKOUT,Purchase,69
1167,85,1,10/3/2025,HOMEPAGE,View,13
1168,89,3,7/5/2023,HOMEPAGE,View,279
1169,25,11,31-07-2024,CHECKOUT,Drop-off,162.3333333
1170,78,3,7/7/2025,PRODUCTPAGE,View,299
1171,55,8,27-10-2023,PRODUCTPAGE,View,272
1172,31,18,13-09-2024,HOMEPAGE,View,129
1173,58,7,16-07-2025,PRODUCTPAGE,View,282
1174,26,16,18-02-2025,CHECKOUT,Drop-off,90.4
1175,91,7,8/7/2025,CHECKOUT,Drop-off,21
1176,28,4,7/6/2024,CHECKOUT,Drop-off,46
1177,14,19,10/12/2024,CHECKOUT,Drop-off,135.6
1178,87,2,9/7/2025,PRODUCTPAGE,View,219
1179,15,12,15-01-2024,PRODUCTPAGE,View,249
1180,60,6,29-12-2025,PRODUCTPAGE,View,22
1181,10,15,26-04-2023,HOMEPAGE,View,59
1182,13,10,14-07-2024,HOMEPAGE,View,159
1183,69,18,23-07-2023,PRODUCTPAGE,View,200
1184,95,4,16-05-2025,HOMEPAGE,View,19
1185,77,2,4/2/2023,HOMEPAGE,Click,193
1186,7,14,8/8/2023,PRODUCTPAGE,Click,272
1187,49,18,3/6/2025,PRODUCTPAGE,Click,151
1188,77,6,11/11/2024,HOMEPAGE,View,156
1189,22,18,20-07-2023,PRODUCTPAGE,View,139
1190,23,9,27-02-2023,HOMEPAGE,Click,49
1191,62,13,2/5/2023,PRODUCTPAGE,Click,209
1192,14,10,10/12/2024,HOMEPAGE,View,106
1193,28,3,16-03-2023,PRODUCTPAGE,View,291
1194,34,1,7/11/2024,CHECKOUT,Drop-off,145.3333333
1195,78,4,10/8/2024,PRODUCTPAGE,View,201
1196,29,12,22-08-2023,CHECKOUT,Drop-off,95.71428571
1197,89,17,24-09-2024,HOMEPAGE,View,64
1198,46,12,9/12/2023,HOMEPAGE,View,202
1199,6,16,16-07-2025,PRODUCTPAGE,View,287
1200,47,18,2/12/2024,HOMEPAGE,View,260
1201,27,7,19-05-2025,CHECKOUT,Drop-off,181.6666667
1202,34,13,5/7/2025,CHECKOUT,Drop-off,170.5
1203,47,17,4/11/2024,HOMEPAGE,View,173
1204,33,10,21-06-2025,HOMEPAGE,View,170
1205,100,20,12/7/2024,CHECKOUT,Drop-off,45
1206,41,20,3/4/2023,HOMEPAGE,Click,282
1207,68,2,3/4/2024,PRODUCTPAGE,Click,299
1208,7,18,22-03-2025,PRODUCTPAGE,Click,124
1209,63,14,19-12-2025,HOMEPAGE,Click,235
1210,35,20,31-10-2023,PRODUCTPAGE,Click,136
1211,78,7,22-04-2024,CHECKOUT,Purchase,25
1212,55,13,11/9/2025,PRODUCTPAGE,View,142
1213,34,4,3/4/2025,PRODUCTPAGE,View,47
1214,82,6,6/10/2025,PRODUCTPAGE,View,173
1215,98,12,19-04-2024,HOMEPAGE,Click,139
1216,61,6,14-09-2025,HOMEPAGE,View,131
1217,6,10,29-04-2023,HOMEPAGE,View,66
1218,54,8,22-10-2023,PRODUCTPAGE,View,55
1219,81,12,13-10-2023,PRODUCTPAGE,View,272
1220,36,18,25-10-2025,CHECKOUT,Drop-off,244
1221,5,9,25-12-2023,HOMEPAGE,Click,31
1222,9,1,27-03-2023,HOMEPAGE,Click,238
1223,32,14,17-09-2025,CHECKOUT,Purchase,187
1224,36,8,8/9/2025,CHECKOUT,Drop-off,105.8
1225,57,11,9/12/2023,CHECKOUT,Drop-off,141.75
1226,89,8,17-02-2025,CHECKOUT,Drop-off,224
1227,94,7,5/10/2024,HOMEPAGE,View,77
1228,15,1,23-12-2024,CHECKOUT,Drop-off,157.3333333
1229,31,11,5/8/2025,PRODUCTPAGE,View,115
1230,58,1,19-06-2023,HOMEPAGE,View,211
1231,10,8,21-06-2024,HOMEPAGE,View,240
1232,100,13,4/11/2025,HOMEPAGE,View,242
1233,52,18,16-08-2024,HOMEPAGE,View,199
1234,84,7,17-05-2023,PRODUCTPAGE,View,130
1235,13,18,25-07-2025,PRODUCTPAGE,View,154
1236,59,18,10/12/2025,CHECKOUT,Drop-off,201
1237,68,11,4/4/2025,PRODUCTPAGE,View,139
1238,34,6,21-08-2025,HOMEPAGE,View,251
1239,44,10,12/12/2025,PRODUCTPAGE,View,231
1240,44,1,3/10/2024,HOMEPAGE,Click,214
1241,57,1,4/3/2023,PRODUCTPAGE,Click,257
1242,83,8,6/7/2023,CHECKOUT,Purchase,74
1243,45,19,5/5/2023,HOMEPAGE,Click,247
1244,92,16,15-08-2025,PRODUCTPAGE,Click,92
1245,32,20,21-01-2023,CHECKOUT,Purchase,20
1246,31,4,3/10/2025,PRODUCTPAGE,View,146
1247,98,15,25-06-2024,HOMEPAGE,View,289
1248,17,8,13-12-2023,HOMEPAGE,Click,153
1249,17,1,12/7/2025,PRODUCTPAGE,Drop-off,192.25
1250,65,12,25-04-2024,PRODUCTPAGE,View,145
1251,15,18,24-04-2024,HOMEPAGE,View,189
1252,56,17,5/3/2024,PRODUCTPAGE,View,104
1253,78,17,10/8/2023,HOMEPAGE,Click,201
1254,22,1,5/9/2023,PRODUCTPAGE,Click,244
1255,27,12,1/4/2023,PRODUCTPAGE,Click,166
1256,83,18,27-01-2024,HOMEPAGE,Click,120
1257,87,3,6/2/2025,CHECKOUT,Purchase,73
1258,100,20,26-04-2024,PRODUCTPAGE,View,33
1259,18,7,24-09-2025,PRODUCTPAGE,View,270
1260,62,6,30-12-2024,HOMEPAGE,View,70
1261,86,11,26-12-2025,PRODUCTPAGE,View,244
1262,69,4,10/10/2024,CHECKOUT,Drop-off,141
1263,37,2,1/3/2023,PRODUCTPAGE,View,84
1264,84,1,9/2/2024,HOMEPAGE,Click,191
1265,79,12,19-09-2023,HOMEPAGE,View,147
1266,90,10,11/11/2023,PRODUCTPAGE,View,55
1267,23,9,1/1/2023,PRODUCTPAGE,View,145
1268,65,6,9/12/2023,PRODUCTPAGE,View,98
1269,13,7,14-02-2023,HOMEPAGE,Click,146
1270,16,3,22-04-2025,PRODUCTPAGE,Click,282
1271,87,19,25-09-2024,HOMEPAGE,Click,193
1272,15,9,6/10/2023,PRODUCTPAGE,Click,69
1273,65,16,19-01-2023,HOMEPAGE,Click,274
1274,76,19,30-01-2025,HOMEPAGE,View,130
1275,97,6,28-12-2023,HOMEPAGE,View,37
1276,45,19,16-06-2024,PRODUCTPAGE,View,173
1277,95,13,2/7/2025,CHECKOUT,Drop-off,116.5
1278,31,8,16-10-2025,HOMEPAGE,View,238
1279,32,8,29-08-2024,PRODUCTPAGE,View,207
1280,57,7,11/9/2025,HOMEPAGE,View,130
1281,59,12,24-06-2024,HOMEPAGE,View,157
1282,89,12,29-01-2023,PRODUCTPAGE,View,192
1283,6,14,10/7/2025,CHECKOUT,Drop-off,129.5
1284,34,14,22-12-2023,PRODUCTPAGE,View,190
1285,96,14,15-04-2023,PRODUCTPAGE,View,220
1286,64,12,7/10/2024,HOMEPAGE,View,199
1287,94,14,8/4/2023,CHECKOUT,Drop-off,189.5
1288,33,12,20-03-2024,PRODUCTPAGE,View,239
1289,56,19,20-12-2023,PRODUCTPAGE,View,189
1290,38,14,27-09-2024,PRODUCTPAGE,View,123
1291,2,3,9/7/2025,PRODUCTPAGE,View,88
1292,42,18,8/10/2025,HOMEPAGE,Click,21
1293,89,18,4/5/2023,HOMEPAGE,View,151
1294,13,12,17-11-2025,HOMEPAGE,View,59
1295,56,12,9/9/2024,HOMEPAGE,View,64
1296,90,11,20-02-2025,PRODUCTPAGE,View,135
1297,63,5,1/10/2025,HOMEPAGE,Click,134
1298,89,2,30-07-2024,HOMEPAGE,Click,205
1299,74,9,4/6/2023,HOMEPAGE,Click,240
1300,43,1,19-01-2024,HOMEPAGE,View,223
1301,17,4,1/10/2025,PRODUCTPAGE,View,81
1302,63,20,12/7/2024,HOMEPAGE,View,61
1303,11,14,4/10/2023,PRODUCTPAGE,View,77
1304,43,4,11/6/2024,CHECKOUT,Drop-off,269
1305,82,18,2/4/2024,PRODUCTPAGE,View,119
1306,50,8,18-08-2023,HOMEPAGE,Click,136
1307,54,9,10/7/2023,PRODUCTPAGE,Click,233
1308,65,14,20-04-2025,CHECKOUT,Purchase,214
1309,99,6,17-10-2025,HOMEPAGE,View,200
1310,94,16,29-12-2025,HOMEPAGE,Click,35
1311,42,13,29-05-2025,PRODUCTPAGE,Click,290
1312,89,18,28-06-2024,CHECKOUT,Drop-off,150.2
1313,8,5,7/2/2023,PRODUCTPAGE,View,79
1314,40,18,1/6/2023,HOMEPAGE,Click,211
1315,4,14,30-03-2025,PRODUCTPAGE,Click,215
1316,60,7,19-03-2024,HOMEPAGE,Click,56
1317,90,17,19-01-2024,PRODUCTPAGE,Click,108
1318,24,18,9/10/2025,HOMEPAGE,View,59
1319,84,17,12/10/2025,HOMEPAGE,View,112
1320,95,2,3/10/2025,PRODUCTPAGE,View,27
1321,90,9,25-08-2023,PRODUCTPAGE,View,279
1322,29,8,24-05-2025,CHECKOUT,Drop-off,272.3333333
1323,21,5,3/7/2023,CHECKOUT,Drop-off,143.8571429
1324,90,18,4/5/2025,PRODUCTPAGE,View,140
1325,53,6,19-08-2024,HOMEPAGE,View,236
1326,92,5,25-12-2025,CHECKOUT,Drop-off,283
1327,69,8,30-12-2024,HOMEPAGE,View,145
1328,42,18,14-02-2025,HOMEPAGE,View,273
1329,38,13,14-07-2023,HOMEPAGE,Click,46
1330,39,17,6/10/2023,HOMEPAGE,View,69
1331,43,2,30-08-2023,HOMEPAGE,View,266
1332,40,8,17-04-2023,CHECKOUT,Drop-off,163
1333,18,9,5/5/2023,PRODUCTPAGE,View,247
1334,93,12,23-06-2024,HOMEPAGE,View,225
1335,90,6,21-07-2023,HOMEPAGE,View,56
1336,56,17,19-04-2024,HOMEPAGE,View,109
1337,41,5,12/5/2023,PRODUCTPAGE,View,109
1338,68,2,16-01-2023,HOMEPAGE,View,161
1339,99,6,29-06-2025,HOMEPAGE,Click,10
1340,64,9,19-08-2023,HOMEPAGE,Click,49
1341,31,2,28-07-2025,PRODUCTPAGE,Click,39
1342,60,16,9/9/2023,HOMEPAGE,View,201
1343,97,15,18-02-2023,HOMEPAGE,Click,147
1344,4,12,16-09-2025,PRODUCTPAGE,Click,254
1345,18,10,24-06-2024,HOMEPAGE,View,98
1346,4,11,9/2/2023,HOMEPAGE,Click,111
1347,77,16,27-09-2023,HOMEPAGE,View,109
1348,3,20,19-07-2023,CHECKOUT,Drop-off,149.5
1349,57,10,29-08-2023,HOMEPAGE,View,255
1350,38,16,12/5/2024,PRODUCTPAGE,View,136
1351,82,2,26-12-2023,PRODUCTPAGE,View,203
1352,75,13,29-01-2023,PRODUCTPAGE,View,55
1353,32,11,27-12-2023,HOMEPAGE,View,183
1354,50,1,28-10-2024,PRODUCTPAGE,View,222
1355,6,14,4/7/2025,HOMEPAGE,View,43
1356,35,5,30-12-2023,HOMEPAGE,View,50
1357,49,19,20-08-2023,HOMEPAGE,View,201
1358,88,15,13-10-2025,PRODUCTPAGE,View,285
1359,62,15,14-03-2023,HOMEPAGE,Click,217
1360,81,19,17-06-2025,HOMEPAGE,View,213
1361,94,13,17-06-2024,HOMEPAGE,Click,257
1362,79,6,16-08-2024,HOMEPAGE,Click,186
1363,16,5,14-11-2023,HOMEPAGE,View,296
1364,93,11,15-07-2025,PRODUCTPAGE,View,53
1365,86,4,30-12-2024,PRODUCTPAGE,View,123
1366,33,18,8/4/2025,PRODUCTPAGE,View,220
1367,63,17,12/1/2024,PRODUCTPAGE,View,39
1368,26,10,9/11/2024,PRODUCTPAGE,View,33
1369,92,2,23-04-2024,PRODUCTPAGE,View,271
1370,57,10,23-08-2024,PRODUCTPAGE,View,201
1371,31,17,16-03-2024,HOMEPAGE,View,256
1372,63,7,17-08-2023,HOMEPAGE,View,46
1373,65,4,16-01-2024,PRODUCTPAGE,View,32
1374,94,12,30-07-2023,PRODUCTPAGE,View,182
1375,66,6,2/9/2023,CHECKOUT,Drop-off,49
1376,56,1,22-12-2023,HOMEPAGE,View,173
1377,30,16,14-05-2023,HOMEPAGE,View,134
1378,17,18,8/1/2023,CHECKOUT,Drop-off,36.33333333
1379,18,15,13-12-2025,HOMEPAGE,View,195
1380,82,6,13-02-2025,HOMEPAGE,View,38
1381,37,20,1/10/2024,HOMEPAGE,View,105
1382,82,4,19-01-2025,CHECKOUT,Drop-off,178.75
1383,54,18,16-05-2023,PRODUCTPAGE,View,164
1384,35,12,22-01-2025,HOMEPAGE,View,154
1385,20,15,17-07-2024,PRODUCTPAGE,View,82
1386,89,6,11/12/2025,HOMEPAGE,View,215
1387,95,11,31-10-2023,HOMEPAGE,View,62
1388,74,2,10/2/2023,PRODUCTPAGE,View,233
1389,35,7,27-02-2023,HOMEPAGE,View,207
1390,84,18,4/3/2024,HOMEPAGE,View,119
1391,44,12,25-04-2023,PRODUCTPAGE,View,287
1392,93,8,20-08-2024,CHECKOUT,Drop-off,213
1393,40,11,4/2/2025,PRODUCTPAGE,View,137
1394,66,16,19-05-2024,PRODUCTPAGE,View,116
1395,43,11,2/8/2025,PRODUCTPAGE,View,10
1396,48,7,12/8/2024,PRODUCTPAGE,View,267
1397,48,11,26-06-2024,HOMEPAGE,View,197
1398,55,11,29-06-2023,HOMEPAGE,Click,157
1399,86,9,1/5/2024,PRODUCTPAGE,Click,219
1400,54,13,22-10-2025,HOMEPAGE,Click,245
1401,30,13,2/9/2023,HOMEPAGE,Click,49
1402,13,19,2/7/2024,PRODUCTPAGE,Click,247
1403,87,2,13-02-2024,HOMEPAGE,View,254
1404,29,4,22-07-2024,HOMEPAGE,View,59
1405,55,11,18-12-2024,PRODUCTPAGE,View,292
1406,67,3,10/12/2024,HOMEPAGE,View,60
1407,15,1,23-03-2024,PRODUCTPAGE,View,102
1408,14,16,29-10-2024,HOMEPAGE,Click,288
1409,52,10,29-05-2024,HOMEPAGE,View,255
1410,22,7,26-01-2024,CHECKOUT,Drop-off,155.5
1411,51,6,19-02-2023,PRODUCTPAGE,View,25
1412,61,9,10/10/2023,PRODUCTPAGE,View,30
1413,7,7,28-02-2023,HOMEPAGE,View,173
1414,87,6,29-06-2024,CHECKOUT,Drop-off,221.3333333
1415,92,16,17-09-2024,HOMEPAGE,Click,94
1416,97,18,9/7/2023,HOMEPAGE,Click,153
1417,18,16,10/4/2023,PRODUCTPAGE,Click,102
1418,22,4,7/11/2023,CHECKOUT,Purchase,281
1419,82,1,28-04-2023,HOMEPAGE,Click,140
1420,89,13,6/1/2023,CHECKOUT,Purchase,245
1421,38,11,23-07-2024,CHECKOUT,Drop-off,160.5
1422,63,7,28-12-2023,PRODUCTPAGE,View,216
1423,65,16,2/1/2023,HOMEPAGE,Click,95
1424,32,6,3/11/2023,CHECKOUT,Purchase,192
1425,18,11,3/5/2023,PRODUCTPAGE,View,89
1426,35,12,27-05-2025,HOMEPAGE,View,192
1427,52,10,29-06-2024,PRODUCTPAGE,View,282
1428,46,12,1/10/2025,PRODUCTPAGE,View,230
1429,93,5,27-07-2024,HOMEPAGE,View,227
1430,88,5,27-05-2025,PRODUCTPAGE,View,192
1431,20,8,16-09-2023,CHECKOUT,Drop-off,180.6666667
1432,21,17,22-05-2023,HOMEPAGE,View,161
1433,78,4,6/1/2024,PRODUCTPAGE,View,128
1434,63,16,6/6/2024,CHECKOUT,Drop-off,130.75
1435,57,5,9/3/2024,PRODUCTPAGE,View,229
1436,52,8,7/8/2023,HOMEPAGE,Click,282
1437,35,5,27-03-2025,PRODUCTPAGE,Click,62
1438,41,10,23-07-2023,CHECKOUT,Purchase,89
1439,53,20,24-03-2023,PRODUCTPAGE,View,285
1440,68,18,15-11-2025,PRODUCTPAGE,View,45
1441,91,9,23-03-2023,PRODUCTPAGE,View,267
1442,73,12,15-07-2023,CHECKOUT,Drop-off,93
1443,97,12,19-04-2023,PRODUCTPAGE,View,162
1444,82,1,6/10/2023,PRODUCTPAGE,View,49
1445,33,3,19-09-2024,HOMEPAGE,View,198
1446,65,2,13-05-2025,HOMEPAGE,View,141
1447,79,15,26-05-2024,HOMEPAGE,View,201
1448,12,5,27-03-2024,PRODUCTPAGE,View,87
1449,77,11,2/7/2025,PRODUCTPAGE,View,178
1450,49,19,14-03-2025,HOMEPAGE,View,12
1451,1,9,25-01-2025,CHECKOUT,Drop-off,144
1452,40,2,5/9/2025,HOMEPAGE,View,11
1453,74,15,28-05-2024,HOMEPAGE,View,182
1454,5,4,8/6/2024,HOMEPAGE,View,71
1455,85,14,22-10-2024,PRODUCTPAGE,View,29
1456,80,16,16-10-2024,HOMEPAGE,View,257
1457,64,13,21-12-2025,CHECKOUT,Drop-off,85
1458,56,3,6/10/2024,PRODUCTPAGE,View,79
1459,69,6,15-11-2024,CHECKOUT,Drop-off,150.5
1460,65,14,18-03-2023,CHECKOUT,Drop-off,90
1461,91,9,10/2/2025,HOMEPAGE,View,149
1462,25,17,28-05-2025,PRODUCTPAGE,View,12
1463,100,16,8/11/2023,PRODUCTPAGE,View,255
1464,26,18,23-08-2023,HOMEPAGE,View,26
1465,11,14,16-12-2025,CHECKOUT,Drop-off,NULL
1466,88,11,6/11/2025,PRODUCTPAGE,View,245
1467,32,17,6/10/2023,HOMEPAGE,Click,262
1468,70,4,29-04-2024,PRODUCTPAGE,Drop-off,202.2
1469,12,12,12/11/2023,PRODUCTPAGE,View,188
1470,26,4,12/5/2023,PRODUCTPAGE,View,220
1471,87,20,8/4/2023,PRODUCTPAGE,View,274
1472,5,7,13-08-2023,HOMEPAGE,View,35
1473,33,13,14-02-2024,CHECKOUT,Drop-off,151.7142857
1474,98,4,21-07-2023,PRODUCTPAGE,View,143
1475,20,13,23-11-2025,HOMEPAGE,View,65
1476,30,5,18-12-2025,CHECKOUT,Drop-off,200.5
1477,38,20,17-04-2024,PRODUCTPAGE,View,297
1478,60,6,1/11/2025,HOMEPAGE,Click,208
1479,51,20,17-06-2023,HOMEPAGE,View,10
1480,74,2,8/5/2025,HOMEPAGE,View,50
1481,57,11,13-10-2023,CHECKOUT,Drop-off,272
1482,84,11,15-02-2023,HOMEPAGE,Click,122
1483,59,7,1/6/2025,HOMEPAGE,Click,190
1484,71,6,5/3/2025,HOMEPAGE,View,144
1485,30,7,16-03-2025,PRODUCTPAGE,View,296
1486,13,16,23-09-2023,HOMEPAGE,View,285
1487,34,9,2/3/2024,HOMEPAGE,View,118
